id,name,now_cost,position,team,ep_this,influence_rank,news,bonus,expected_goal_involvements_per_90,web_name,points_per_game_rank_type,creativity_rank_type,form_rank,event_points,total_points,goals_conceded,value_season,cost_change_start,goals_scored,corners_and_indirect_freekicks_order,form_rank_type,in_dreamteam,ict_index_rank,transfers_in_event,saves,expected_assists,now_cost_rank,selected_rank,transfers_in,expected_goal_involvements,news_added,penalties_order,form,minutes,threat,now_cost_rank_type,ict_index,expected_assists_per_90,yellow_cards,starts_per_90,cost_change_event_fall,chance_of_playing_this_round,assists,threat_rank,transfers_out_event,penalties_missed,threat_rank_type,expected_goals_conceded,chance_of_playing_next_round,expected_goals_per_90,own_goals,transfers_out,goals_conceded_per_90,ict_index_rank_type,expected_goals,dreamteam_count,points_per_game,cost_change_start_fall,penalties_saved,value_form,bps,creativity_rank,influence_rank_type,red_cards,selected_by_percent,selected_rank_type,clean_sheets_per_90,starts,influence,ep_next,cost_change_event,creativity,saves_per_90,clean_sheets,direct_freekicks_order,status,points_per_game_rank,expected_goals_conceded_per_90
479,Adam Davies,40,GKP,Sheffield Utd,-0.5,485,,0,0.0,A.Davies,50,33,396,0,0,0,0.0,0,0,,48,False,492,211,0,0.00,621,338,6372,0.00,2023-10-12T09:30:10.081141Z,,0.0,0,0.0,40,0.0,0.0,0,0.0,0,100.0,0,445,219,0,26,0.00,100.0,0.0,0,10388,0.0,50,0.00,0,0.0,0,0,0.0,0,469,50,0,0.2,52,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,496,0.0
480,John Egan,43,DEF,Sheffield Utd,0.0,240,Leg injury - Unknown return date,0,0.03,Egan,155,149,484,0,1,17,0.2,-2,0,,188,False,302,8,0,0.00,570,456,4132,0.17,2023-09-30T23:00:09.253470Z,,0.0,482,38.0,131,13.1,0.0,2,1.12,0,0.0,0,232,178,0,67,14.85,0.0,0.03,0,13656,3.17,107,0.17,0,0.2,2,0,0.0,54,404,97,0,0.1,179,0.0,6,91.2,0.0,0,1.4,0.0,0,,i,463,2.77
481,John Fleck,49,MID,Sheffield Utd,-0.2,694,,0,0.05,Fleck,200,213,342,0,1,2,0.2,-1,0,,165,False,696,16,0,0.01,219,698,442,0.01,2023-08-04T11:00:04.379703Z,,0.3,19,0.0,138,0.0,0.05,0,0.0,0,100.0,0,686,8,0,286,1.32,100.0,0.0,0,1052,9.47,291,0.00,0,1.0,1,0,0.1,4,425,290,0,0.0,287,0.0,0,0.0,-0.2,0,0.3,0.0,0,,a,414,6.25
482,Wes Foderingham,45,GKP,Sheffield Utd,1.8,3,,4,0.0,Foderingham,21,73,132,5,26,31,5.8,0,0,,14,False,101,572,57,0.00,358,282,22667,0.00,,,2.3,1080,0.0,17,40.2,0.0,1,1.0,0,,0,596,461,0,68,26.27,,0.0,1,28090,2.58,1,0.00,0,2.2,0,0,0.5,219,609,1,0,0.3,38,0.0,12,400.8,1.8,0,0.0,4.75,0,,a,215,2.19
483,Daniel Jebbison,48,FWD,Sheffield Utd,0.0,693,Illness - Unknown return date,0,0.0,Jebbison,84,83,660,0,0,0,0.0,-2,0,,75,False,695,38,0,0.00,310,656,887,0.00,2023-08-06T23:30:06.119901Z,,0.0,0,0.0,61,0.0,0.0,0,0.0,0,0.0,0,685,53,0,83,0.00,0.0,0.0,0,1942,0.0,82,0.00,0,0.0,2,0,0.0,0,690,81,0,0.0,89,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,697,0.0
484,Max Lowe,43,DEF,Sheffield Utd,-0.2,352,,0,0.01,Lowe,100,129,488,0,3,2,0.7,-2,0,,191,False,387,11,0,0.01,577,550,1150,0.01,2023-08-25T14:00:09.439172Z,,0.0,124,2.0,137,4.2,0.01,0,1.45,0,50.0,0,392,25,0,142,2.62,100.0,0.0,0,6651,1.45,137,0.00,0,1.5,2,0,0.0,11,361,135,0,0.0,201,0.0,2,29.4,-0.5,0,11.0,0.0,0,,a,301,1.9
485,Oliver McBurnie,54,FWD,Sheffield Utd,-0.2,226,Groin Injury - 50% chance of playing,1,0.55,McBurnie,30,26,712,0,14,11,2.6,-1,1,,83,False,134,28,0,0.81,117,559,3480,2.62,2023-10-22T23:30:08.385626Z,1.0,0.0,430,172.0,34,34.1,0.17,1,1.05,0,50.0,1,56,112,0,20,10.02,50.0,0.38,0,6530,2.3,23,1.82,0,2.3,1,0,0.0,38,183,24,1,0.0,78,0.0,5,101.2,-0.2,0,67.8,0.0,0,,d,208,2.1
486,Iliman Ndiaye,55,FWD,Sheffield Utd,0.0,731,Permanent transfer to Marseille,0,0.0,Ndiaye,89,89,717,0,0,0,0.0,0,0,,85,False,731,0,0,0.00,108,670,0,0.00,2023-08-02T07:28:59.550053Z,,0.0,0,0.0,32,0.0,0.0,0,0.0,0,0.0,0,730,2,0,89,0.00,0.0,0.0,0,2114,0.0,89,0.00,0,0.0,0,0,0.0,0,731,89,0,0.0,92,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,730,0.0
487,Rhys Norrington-Davies,39,DEF,Sheffield Utd,0.0,475,Lack of match fitness - Unknown return date,0,0.0,Norrington-Davies,163,164,384,0,0,0,0.0,-1,0,,124,False,481,558,0,0.00,738,381,12866,0.00,2023-08-06T23:30:06.150503Z,,0.0,0,0.0,238,0.0,0.0,0,0.0,0,0.0,0,434,488,0,155,0.00,0.0,0.0,0,8735,0.0,166,0.00,0,0.0,1,0,0.0,0,458,167,0,0.1,143,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,486,0.0
488,Oliver Norwood,48,MID,Sheffield Utd,3.8,94,,3,0.18,Norwood,85,43,43,2,26,25,5.4,-2,1,1.0,21,False,89,529,0,0.78,281,514,5267,1.78,2023-08-06T23:30:06.165508Z,2.0,4.3,880,61.0,181,44.1,0.08,3,1.02,0,100.0,0,176,220,0,101,20.78,100.0,0.1,0,4501,2.56,55,1.00,0,2.4,2,0,0.9,149,57,35,0,0.0,178,0.0,10,205.8,3.8,0,173.7,0.0,0,1.0,a,196,2.13
489,Ben Osborn,48,MID,Sheffield Utd,0.2,350,,0,0.1,Osborn,196,145,292,1,7,5,1.5,-2,0,,139,False,358,6,0,0.18,291,647,691,0.30,2023-08-27T23:00:07.645002Z,,0.7,274,7.0,191,7.2,0.06,2,0.99,0,100.0,0,367,13,0,187,5.31,100.0,0.04,0,2608,1.64,163,0.12,0,1.0,2,0,0.1,28,269,153,0,0.0,258,0.0,3,29.8,0.2,0,37.0,0.0,0,,a,410,1.74
490,William Osula,43,FWD,Sheffield Utd,-0.2,444,,0,0.13,Osula,42,49,325,1,5,3,1.2,-2,0,,38,False,414,20624,0,0.06,604,173,107737,0.35,2023-09-13T01:00:07.758026Z,,0.3,234,21.0,96,2.5,0.02,2,1.15,0,100.0,0,285,4326,0,49,6.06,100.0,0.11,0,157057,1.15,51,0.29,0,1.2,2,0,0.1,-3,378,52,0,1.1,26,0.0,3,1.0,-0.2,0,6.0,0.0,0,,a,343,2.33
576,Jack Robinson,44,DEF,Sheffield Utd,0.5,88,,0,0.07,Robinson,147,64,244,1,10,31,2.3,-1,0,,82,False,166,125,0,0.33,481,427,5810,0.84,,,1.0,1034,46.0,93,30.6,0.03,3,0.96,0,,1,206,134,0,50,25.34,,0.04,0,8393,2.7,46,0.51,0,0.8,1,0,0.2,153,226,30,0,0.1,165,0.0,11,209.0,0.5,0,50.4,0.0,0,,a,448,2.21
587,Anis Slimane,47,MID,Sheffield Utd,0.2,427,,0,0.18,Slimane,221,187,288,1,3,6,0.6,-3,0,,136,False,415,13,0,0.09,332,604,451,0.21,2023-08-18T23:30:05.917352Z,,0.7,108,12.0,216,2.4,0.08,2,0.83,0,100.0,0,337,39,0,170,3.59,100.0,0.1,0,4741,5.0,193,0.12,0,0.6,3,0,0.1,7,371,196,0,0.0,232,0.0,1,4.2,0.2,0,8.6,0.0,0,,a,457,2.99
592,Yasser Larouci,43,DEF,Sheffield Utd,-0.5,334,,0,0.08,Larouci,146,142,502,0,4,7,0.9,-2,0,,201,False,360,14,0,0.02,596,509,885,0.19,,,0.0,219,31.0,152,7.0,0.01,0,0.41,0,,0,252,65,0,76,6.90,,0.07,0,3407,2.88,130,0.17,0,0.8,2,0,0.0,25,389,127,0,0.0,195,0.0,1,36.2,-0.5,0,2.8,0.0,0,,a,447,2.84
593,Bénie Traoré,52,FWD,Sheffield Utd,-0.5,376,,0,0.19,T.Bénie,39,39,704,0,9,9,1.7,-3,0,,81,False,337,76,0,0.40,163,539,6949,0.67,,,0.0,323,29.0,42,9.0,0.11,0,0.84,0,,0,259,128,0,46,9.55,,0.08,0,11325,2.51,45,0.27,0,1.5,3,0,0.0,7,251,44,0,0.0,75,0.0,3,20.4,-0.5,0,42.3,0.0,0,,a,310,2.66
638,Vini de Souza Costa,50,MID,Sheffield Utd,1.2,124,,1,0.03,Vini Souza,131,151,196,1,20,29,4.0,0,0,,91,False,209,78,0,0.09,203,625,1498,0.25,2023-08-10T15:30:07.083501Z,,1.7,928,42.0,126,24.4,0.01,2,1.07,0,100.0,0,222,60,0,116,23.69,100.0,0.02,0,1502,2.81,103,0.16,0,1.7,0,0,0.3,107,283,49,0,0.0,246,0.0,11,172.2,1.2,0,31.3,0.0,0,,a,286,2.3
653,Femi Seriki,40,DEF,Sheffield Utd,-0.5,535,,0,0.0,Seriki,196,197,452,0,0,0,0.0,0,0,,164,False,541,69,0,0.00,682,455,4478,0.00,,,0.0,0,0.0,205,0.0,0.0,0,0.0,0,,0,497,97,0,190,0.00,,0.0,0,3386,0.0,199,0.00,0,0.0,0,0,0.0,0,519,200,0,0.1,178,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,546,0.0
654,Louie Marsh,45,FWD,Sheffield Utd,0.0,673,Season-long loan to Doncaster Rovers,0,0.0,Marsh,81,79,626,0,0,0,0.0,0,0,,70,False,679,0,0,0.00,451,572,3568,0.00,2023-09-01T21:50:15.739167Z,,0.0,0,0.0,84,0.0,0.0,0,0.0,0,0.0,0,660,45,0,79,0.00,0.0,0.0,0,4501,0.0,79,0.00,0,0.0,0,0,0.0,0,669,77,0,0.0,81,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,681,0.0
655,Andre Brooks,45,MID,Sheffield Utd,-0.5,435,,0,0.05,Brooks,186,203,630,0,2,1,0.4,0,0,,249,False,438,71,0,0.01,456,544,4352,0.01,,,0.0,19,2.0,266,0.6,0.05,0,0.0,0,,0,401,83,0,201,0.12,,0.0,0,3554,4.74,204,0.00,0,1.0,0,0,0.0,6,406,201,0,0.0,196,0.0,0,2.8,-0.5,0,1.0,0.0,0,,a,396,0.57
656,Antwoine Hackford,45,FWD,Sheffield Utd,-0.5,655,,0,0.0,Hackford,47,54,605,0,2,1,0.4,0,0,,62,False,661,307,0,0.00,430,438,9170,0.00,,,0.0,11,0.0,76,0.0,0.0,0,0.0,0,,0,641,212,0,71,0.12,,0.0,0,7395,8.18,71,0.00,0,1.0,0,0,0.0,5,422,69,0,0.1,63,0.0,0,0.0,-0.5,0,0.3,0.0,0,,a,391,0.98
663,Gustavo Hamer,50,MID,Sheffield Utd,0.9,142,,2,0.23,Hamer,58,30,193,2,33,21,6.6,0,2,2.0,88,False,72,385,0,0.93,190,318,47945,2.29,2023-11-04T19:30:09.559157Z,,1.7,902,99.0,119,48.3,0.09,2,1.1,0,75.0,0,118,1037,0,72,20.01,100.0,0.14,0,34046,2.1,46,1.36,1,3.0,0,0,0.3,128,37,56,0,0.2,96,0.1,11,155.0,1.2,0,229.6,0.0,1,,a,137,2.0
666,Tom Davies,50,MID,Sheffield Utd,0.0,419,Thigh injury - Unknown return date,0,0.2,T.Davies,219,183,687,0,2,5,0.4,0,0,,292,False,410,8,0,0.04,187,710,275,0.13,2023-10-06T11:00:10.190930Z,,0.0,57,8.0,116,2.8,0.06,1,0.0,0,0.0,0,363,11,0,184,2.51,0.0,0.14,0,398,7.89,192,0.09,0,0.7,0,0,0.0,-2,357,191,0,0.0,296,0.0,0,6.4,0.0,0,13.0,0.0,0,,i,454,3.96
693,Luke Thomas,40,DEF,Sheffield Utd,0.8,214,,0,0.08,Thomas,142,63,211,2,7,22,1.8,0,0,,69,False,227,453,0,0.17,658,435,8676,0.68,,,1.3,717,60.0,189,21.8,0.02,1,1.0,0,,0,179,196,0,37,16.50,,0.06,0,3903,2.76,69,0.51,0,0.8,0,0,0.3,73,225,88,0,0.1,169,0.0,8,106.6,0.8,0,50.5,0.0,0,,a,443,2.07
730,Ryan Oné,45,MID,Sheffield Utd,-0.2,678,,0,0.0,Oné,187,211,333,0,1,2,0.2,0,0,,159,False,684,26,0,0.00,463,727,234,0.00,,,0.3,7,0.0,270,0.0,0.0,0,0.0,0,,0,667,23,0,276,1.28,,0.0,0,94,25.71,282,0.00,0,1.0,0,0,0.1,3,423,278,0,0.0,307,0.0,0,0.0,-0.2,0,0.3,0.0,0,,a,398,16.46
731,Jili Buyabu,40,DEF,Sheffield Utd,-0.5,557,,0,0.0,Buyabu,212,213,475,0,0,0,0.0,0,0,,181,False,563,78,0,0.00,707,672,676,0.00,,,0.0,0,0.0,224,0.0,0.0,0,0.0,0,,0,519,52,0,206,0.00,,0.0,0,251,0.0,215,0.00,0,0.0,0,0,0.0,0,541,216,0,0.0,228,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,568,0.0
450,Brennan Johnson,58,MID,Spurs,3.5,249,,1,0.37,Johnson,79,113,74,9,23,8,4.0,-2,1,,41,False,193,8328,0,0.49,78,250,43236,1.86,2023-09-24T22:30:07.995996Z,,3.5,452,124.0,48,26.9,0.1,1,1.19,0,100.0,1,99,1432,0,61,7.34,100.0,0.27,0,64699,1.59,95,1.37,0,2.6,2,0,0.6,62,195,99,0,0.4,80,0.2,6,83.0,3.5,0,62.7,0.0,1,,a,180,1.46
491,Brandon Austin,39,GKP,Spurs,0.0,470,,0,0.0,Austin,40,23,378,0,0,0,0.0,-1,0,,38,False,476,428,0,0.00,730,315,6656,0.00,,,0.0,0,0.0,81,0.0,0.0,0,0.0,0,,0,428,259,0,16,0.00,,0.0,0,11035,0.0,40,0.00,0,0.0,1,0,0.0,0,453,40,0,0.2,49,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,481,0.0
492,Rodrigo Bentancur,54,MID,Spurs,0.5,405,,0,1.01,Bentancur,220,180,318,0,2,6,0.4,-1,0,,155,False,395,479,0,0.01,121,563,2869,0.64,2023-07-05T16:30:03.838788Z,,0.5,57,13.0,76,3.5,0.02,1,0.0,0,100.0,0,335,280,0,168,3.69,100.0,0.99,0,1442,9.47,183,0.63,0,0.7,1,0,0.1,1,348,182,0,0.0,209,0.0,0,9.8,0.5,0,14.4,0.0,0,,a,455,5.83
493,Yves Bissouma,50,MID,Spurs,1.8,98,Suspended until 03 Dec,0,0.18,Bissouma,144,75,175,2,17,12,3.4,0,0,,79,False,94,454,0,1.04,201,251,77503,1.73,2023-11-12T20:00:09.383503Z,,1.8,888,105.0,124,42.6,0.11,5,1.11,0,100.0,0,110,3909,0,68,17.08,0.0,0.07,0,76819,1.22,59,0.69,0,1.5,0,0,0.4,127,103,37,1,0.4,81,0.41,11,200.0,0.0,0,121.7,0.0,4,4.0,s,309,1.73
494,Bryan Gil Salvatierra,49,MID,Spurs,0.5,707,,0,0.0,Bryan,205,198,317,1,2,3,0.4,-1,0,,154,False,454,78,0,0.00,263,675,722,0.00,2023-08-04T11:00:04.405468Z,,0.5,16,0.0,167,0.2,0.0,0,0.0,0,100.0,0,701,45,0,298,1.21,100.0,0.0,0,749,16.88,214,0.00,0,1.0,1,0,0.1,4,396,301,0,0.0,273,0.0,0,0.0,0.5,0,2.0,0.0,0,,a,422,6.81
495,Ben Davies,43,DEF,Spurs,0.5,272,,0,0.33,Davies,99,136,310,1,9,2,2.1,-2,0,,102,False,335,1130,0,0.03,575,253,16112,0.65,2023-11-02T14:30:08.810066Z,,0.5,178,16.0,136,9.1,0.02,0,1.01,0,100.0,1,313,560,0,104,2.92,100.0,0.31,0,54262,1.01,119,0.62,0,1.5,2,0,0.1,44,375,109,0,0.4,99,0.0,2,68.8,0.5,0,6.5,0.0,0,,a,300,1.48
496,Eric Dier,42,DEF,Spurs,0.0,337,,0,0.02,Dier,215,150,479,1,0,6,0.0,-3,0,,184,False,391,2587,0,0.03,608,214,27600,0.03,,,0.0,146,2.0,158,3.7,0.02,0,0.62,0,,0,391,1359,0,141,5.87,,0.0,0,77909,3.7,140,0.00,0,0.0,3,0,0.0,18,407,129,0,0.6,80,0.0,1,34.2,0.0,0,0.9,0.0,0,,a,572,3.62
497,Emerson Leite de Souza Junior,44,DEF,Spurs,0.5,180,,1,0.14,E.Royal,96,103,311,0,14,9,3.2,-1,1,,103,False,270,1817,0,0.44,527,184,147245,0.51,,,0.5,325,19.0,117,17.1,0.12,1,0.55,0,,0,294,2753,0,95,8.86,,0.02,0,163294,2.49,91,0.07,0,1.6,1,0,0.1,79,305,73,0,0.9,72,0.0,2,123.6,0.5,0,26.5,0.0,0,,a,293,2.45
498,Fraser Forster,39,GKP,Spurs,0.0,455,,0,0.0,Forster,30,11,361,0,0,0,0.0,-1,0,,27,False,461,1912,0,0.00,711,128,29064,0.00,2023-08-11T16:00:08.821890Z,,0.0,0,0.0,69,0.0,0.0,0,0.0,0,100.0,0,411,2023,0,4,0.00,100.0,0.0,0,186523,0.0,30,0.00,0,0.0,1,0,0.0,0,436,30,0,2.2,18,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,466,0.0
499,Pierre-Emile Højbjerg,52,MID,Spurs,1.5,243,,0,0.14,Højbjerg,210,144,208,2,11,7,2.1,-3,0,,98,False,280,682,0,0.40,153,285,12174,0.54,,,1.5,376,32.0,95,15.7,0.1,3,0.48,0,,0,251,671,0,131,8.39,,0.04,0,44630,1.68,128,0.15,0,1.0,3,0,0.3,63,265,96,0,0.3,90,0.24,2,87.2,1.5,0,37.9,0.0,1,,a,427,2.01
500,Harry Kane,125,FWD,Spurs,0.0,743,Transferred to Bayern Munich,0,0.0,Kane,96,96,741,0,0,0,0.0,0,0,,96,False,743,0,0,0.00,3,211,565,0.00,2023-08-12T09:23:00.234032Z,,0.0,0,0.0,2,0.0,0.0,0,0.0,0,0.0,0,743,270,0,96,0.00,0.0,0.0,0,319519,0.0,96,0.00,0,0.0,0,0,0.0,0,743,96,0,0.6,36,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,742,0.0
501,Dejan Kulusevski,70,MID,Spurs,3.8,78,,3,0.28,Kulusevski,42,12,61,2,46,10,6.6,0,3,3.0,32,False,12,11937,0,2.00,33,131,283863,3.24,,,3.8,1041,348.0,18,90.2,0.17,1,1.04,0,,0,15,8674,0,9,15.71,,0.11,0,247398,0.86,9,1.25,0,3.8,0,0,0.5,171,16,29,0,2.0,39,0.43,12,220.8,3.8,0,332.2,0.0,5,,a,84,1.36
502,Hugo Lloris,48,GKP,Spurs,0.0,687,,0,0.0,Lloris,84,79,649,0,0,0,0.0,-2,0,,84,False,690,952,0,0.00,274,212,23718,0.00,,,0.0,0,0.0,9,0.0,0.0,0,0.0,0,,0,678,1279,0,77,0.00,,0.0,0,57762,0.0,84,0.00,0,0.0,2,0,0.0,0,685,84,0,0.6,29,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,692,0.0
503,Giovani Lo Celso,48,MID,Spurs,0.5,391,,0,0.23,Lo Celso,198,177,316,1,3,2,0.6,-2,0,,153,False,388,147,0,0.02,297,508,2354,0.10,2023-09-01T13:00:09.098062Z,,0.5,39,11.0,195,3.9,0.05,0,0.0,0,100.0,0,345,104,0,174,2.02,100.0,0.18,0,11463,4.62,180,0.08,0,1.0,2,0,0.1,14,342,177,0,0.0,175,0.0,0,13.0,0.5,0,14.9,0.0,0,,a,412,4.66
504,James Maddison,79,MID,Spurs,0.0,18,Ankle injury - Expected back 14 Jan,6,0.61,Maddison,6,2,60,0,63,8,8.0,4,3,1.0,31,False,5,967,0,3.11,14,20,4215105,5.91,2023-11-06T23:30:09.609885Z,2.0,4.0,882,316.0,8,109.6,0.32,2,1.12,1,0.0,6,19,664959,0,11,12.06,0.0,0.29,0,4010462,0.82,3,2.80,0,5.7,-4,0,0.5,230,3,7,0,15.6,7,0.51,11,330.0,0.0,-1,451.0,0.0,5,2.0,i,11,1.23
505,Tanguy Ndombélé Alvaro,44,MID,Spurs,0.0,592,On loan to Galatasaray with an option to buy for €15m,0,0.0,Ndombele,234,226,536,0,0,0,0.0,-1,0,,191,False,599,0,0,0.00,522,309,12864,0.00,2023-09-07T15:49:59.768785Z,,0.0,0,0.0,290,0.0,0.0,0,0.0,0,0.0,0,569,425,0,220,0.00,0.0,0.0,0,47690,0.0,230,0.00,0,0.0,1,0,0.0,0,583,225,0,0.2,95,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,605,0.0
506,Pedro Porro,52,DEF,Spurs,3.2,54,,4,0.24,Pedro Porro,11,6,87,5,45,13,8.7,2,0,2.0,23,False,58,65753,0,1.80,161,29,1569514,2.65,,,3.2,987,63.0,16,53.7,0.16,1,1.0,0,,3,171,18180,0,35,16.42,,0.08,0,529835,1.19,6,0.85,0,4.1,-2,0,0.6,258,38,16,0,13.0,9,0.36,11,246.0,3.2,0,227.5,0.0,4,1.0,a,55,1.5
507,Ivan Perišić,47,DEF,Spurs,0.0,326,Knee injury - Expected back 01 Jun,0,0.84,Perišić,117,45,640,0,6,1,1.3,-3,0,,231,False,294,43,0,0.80,311,190,58224,0.92,2023-09-20T12:30:08.524991Z,,0.0,98,27.0,37,14.0,0.73,2,0.0,0,0.0,1,265,1677,0,81,1.44,0.0,0.11,0,282438,0.92,103,0.12,0,1.2,3,0,0.0,34,173,125,0,0.9,75,0.0,0,41.6,0.0,0,71.2,0.0,0,,i,348,1.32
509,Richarlison de Andrade,67,MID,Spurs,0.0,172,Pelvic - Expected back 07 Dec,0,0.58,Richarlison,60,92,148,0,30,4,4.5,-3,1,,65,False,73,79,0,0.71,42,166,219647,3.43,2023-11-10T14:00:11.486279Z,2.0,2.2,535,255.0,25,48.3,0.12,2,1.18,0,0.0,3,32,12033,0,18,7.00,0.0,0.46,0,507131,0.67,47,2.72,0,3.0,3,0,0.3,49,131,65,0,1.1,55,0.5,7,130.0,0.0,0,97.8,0.0,3,,i,141,1.18
510,Joe Rodon,40,DEF,Spurs,0.0,506,Season long loan to Leeds United,0,0.0,Rodon,179,181,420,0,0,0,0.0,0,0,,144,False,513,0,0,0.00,646,453,0,0.00,2023-08-11T10:47:30.310788Z,,0.0,0,0.0,181,0.0,0.0,0,0.0,0,0.0,0,467,82,0,172,0.00,0.0,0.0,0,13211,0.0,183,0.00,0,0.0,0,0,0.0,0,491,183,0,0.1,176,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,517,0.0
511,Cristian Romero,50,DEF,Spurs,0.0,31,Suspended until 07 Dec,7,0.14,Romero,14,51,164,0,44,11,8.8,5,2,,56,False,97,823,0,0.56,199,32,2168869,1.34,2023-11-06T23:30:09.651871Z,,2.0,855,67.0,27,41.1,0.06,2,1.16,0,0.0,0,165,191552,0,32,18.27,0.0,0.08,1,1285484,1.16,22,0.78,1,4.0,-5,0,0.4,215,188,8,1,11.9,10,0.42,11,278.4,0.0,0,64.3,0.0,4,,s,63,1.92
512,Davinson Sánchez,44,DEF,Spurs,0.0,382,Permanent transfer to Galatasaray,0,0.18,Sánchez,223,139,522,0,0,2,0.0,-1,0,,207,False,413,0,0,0.03,498,434,2363,0.15,2023-09-07T15:50:57.233998Z,,0.0,76,4.0,101,2.6,0.04,1,0.0,0,0.0,0,385,89,0,139,2.02,0.0,0.14,0,14296,2.37,146,0.12,0,0.0,1,0,0.0,9,380,143,0,0.1,168,0.0,0,17.0,0.0,0,5.0,0.0,0,,u,596,2.39
513,Pape Matar Sarr,46,MID,Spurs,3.0,106,,2,0.28,Sarr,57,39,95,3,36,7,7.8,1,1,,47,False,49,13789,0,0.86,349,99,545767,2.59,,,3.0,829,189.0,222,57.4,0.09,3,1.19,0,,2,48,11291,0,30,11.48,,0.19,0,336318,0.76,34,1.73,0,3.0,-1,0,0.7,171,50,40,0,3.4,27,0.43,11,191.6,3.0,0,190.9,0.0,4,,a,134,1.25
514,Ryan Sessegnon,44,DEF,Spurs,0.0,584,Hamstring injury - Unknown return date,0,0.0,Sessegnon,224,226,524,0,0,0,0.0,-1,0,,208,False,591,15,0,0.00,500,694,512,0.00,2023-07-12T00:30:03.648310Z,,0.0,0,0.0,102,0.0,0.0,0,0.0,0,0.0,0,560,21,0,224,0.00,0.0,0.0,0,889,0.0,226,0.00,0,0.0,1,0,0.0,0,574,226,0,0.0,234,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,597,0.0
515,Oliver Skipp,46,MID,Spurs,0.5,379,,0,0.01,Skipp,188,163,313,0,7,6,1.5,-4,0,,151,False,382,223,0,0.02,340,420,5643,0.02,,,0.5,173,6.0,220,4.6,0.01,1,0.52,0,,0,373,277,0,189,5.39,,0.0,0,20221,3.12,176,0.00,0,1.0,4,0,0.1,34,316,168,0,0.1,134,0.0,1,19.0,0.5,0,24.2,0.0,0,,a,400,2.8
516,Son Heung-min,97,MID,Spurs,7.0,8,,11,0.62,Son,2,23,10,2,82,14,8.5,7,8,,6,True,9,81812,0,2.12,5,6,4440980,6.67,2023-09-29T13:30:09.441382Z,1.0,7.0,976,381.0,3,98.7,0.2,0,1.11,0,100.0,1,10,134645,0,5,16.58,100.0,0.42,0,1093861,1.29,7,4.55,2,6.8,-7,0,0.7,253,29,3,0,40.4,3,0.37,12,356.8,7.0,0,251.5,0.0,4,3.0,a,3,1.53
517,Djed Spence,40,DEF,Spurs,0.0,511,Season-long loan to Leeds United,0,0.0,Spence,181,183,426,0,0,0,0.0,0,0,,147,False,518,0,0,0.00,652,299,6594,0.00,2023-08-31T08:53:56.855071Z,,0.0,0,0.0,184,0.0,0.0,0,0.0,0,0.0,0,472,368,0,174,0.00,0.0,0.0,0,42826,0.0,185,0.00,0,0.0,0,0,0.0,0,496,185,0,0.2,115,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,522,0.0
518,Japhet Tanganga,40,DEF,Spurs,0.0,502,Season-long loan to Augsburg,0,0.0,Tanganga,176,178,415,0,0,0,0.0,0,0,,140,False,509,0,0,0.00,641,262,11423,0.00,2023-09-01T15:33:02.832710Z,,0.0,0,0.0,177,0.0,0.0,0,0.0,0,0.0,0,463,613,0,169,0.00,0.0,0.0,0,61283,0.0,180,0.00,0,0.0,0,0,0.0,0,487,180,0,0.4,102,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,513,0.0
519,Destiny Udogie,48,DEF,Spurs,0.0,129,Muscle injury - 75% chance of playing,4,0.12,Udogie,50,23,743,0,29,12,6.0,3,0,,241,False,122,7521,0,0.82,308,37,2338426,1.06,2023-11-14T11:30:10.284463Z,,-0.8,782,86.0,36,35.3,0.09,3,1.15,0,0.0,2,134,40797,0,17,17.38,75.0,0.03,0,1611512,1.38,32,0.24,1,2.9,-3,0,-0.2,137,125,44,1,10.3,12,0.35,10,163.0,-0.6,0,104.2,0.0,3,,d,146,2.0
520,Guglielmo Vicario,52,GKP,Spurs,2.8,17,,5,0.0,Vicario,7,84,109,1,47,15,9.0,2,0,,11,False,144,17229,39,0.00,157,48,953558,0.00,,,2.8,1080,0.0,4,33.2,0.0,2,1.0,0,,0,720,22082,0,83,18.71,,0.0,0,343845,1.25,8,0.00,1,3.9,-2,0,0.5,251,723,8,0,8.1,8,0.33,12,332.4,2.8,0,0.0,3.25,4,,a,68,1.56
