id,name,now_cost,position,team,ep_this,influence_rank,news,bonus,expected_goal_involvements_per_90,web_name,points_per_game_rank_type,creativity_rank_type,form_rank,event_points,total_points,goals_conceded,value_season,cost_change_start,goals_scored,corners_and_indirect_freekicks_order,form_rank_type,in_dreamteam,ict_index_rank,transfers_in_event,saves,expected_assists,now_cost_rank,selected_rank,transfers_in,expected_goal_involvements,news_added,penalties_order,form,minutes,threat,now_cost_rank_type,ict_index,expected_assists_per_90,yellow_cards,starts_per_90,cost_change_event_fall,chance_of_playing_this_round,assists,threat_rank,transfers_out_event,penalties_missed,threat_rank_type,expected_goals_conceded,chance_of_playing_next_round,expected_goals_per_90,own_goals,transfers_out,goals_conceded_per_90,ict_index_rank_type,expected_goals,dreamteam_count,points_per_game,cost_change_start_fall,penalties_saved,value_form,bps,creativity_rank,influence_rank_type,red_cards,selected_by_percent,selected_rank_type,clean_sheets_per_90,starts,influence,ep_next,cost_change_event,creativity,saves_per_90,clean_sheets,direct_freekicks_order,status,points_per_game_rank,expected_goals_conceded_per_90
55,Jacob Ramsey,59,MID,Aston Villa,0.0,317,Foot injury - 50% chance of playing,0,0.44,J.Ramsey,45,201,723,0,7,0,1.2,-1,1,,313,False,357,46,0,0.04,69,466,7203,0.23,2023-10-04T15:30:08.354887Z,,0.0,48,28.0,43,7.4,0.08,0,0.0,0,0.0,0,261,152,0,137,0.73,50.0,0.36,0,15525,0.0,162,0.19,0,3.5,1,0,0.0,21,403,138,0,0.1,153,0.0,0,43.8,0.0,0,1.6,0.0,0,,d,100,1.37
56,Morgan Sanson,45,MID,Aston Villa,0.0,615,Joined OGC Nice on a season-long loan,0,0.0,Sanson,250,243,562,0,0,0,0.0,0,0,,209,False,621,0,0,0.00,365,708,0,0.00,2023-07-26T11:26:30.137805Z,,0.0,0,0.0,223,0.0,0.0,0,0.0,0,0.0,0,599,5,0,238,0.00,0.0,0.0,0,583,0.0,246,0.00,0,0.0,0,0,0.0,0,611,242,0,0.0,294,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,627,0.0
57,Viljami Sinisalo,40,GKP,Aston Villa,0.0,516,Joined Exeter City on a season-long loan,0,0.0,Sinisalo,62,46,432,0,0,0,0.0,0,0,,61,False,523,0,0,0.00,660,713,0,0.00,2023-07-20T08:38:58.947431Z,,0.0,0,0.0,53,0.0,0.0,0,0.0,0,0.0,0,477,4,0,39,0.00,0.0,0.0,0,325,0.0,62,0.00,0,0.0,0,0,0.0,0,501,62,0,0.0,84,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,527,0.0
58,Youri Tielemans,56,MID,Aston Villa,1.3,299,,0,0.27,Tielemans,161,117,235,2,16,5,2.9,-4,0,,110,False,292,463,0,0.61,88,234,16701,0.83,,,1.3,281,28.0,53,14.3,0.2,0,0.32,1,,1,260,908,0,136,5.14,,0.07,0,83552,1.6,132,0.22,0,1.3,4,0,0.2,70,201,128,0,0.5,75,0.0,1,53.4,1.3,-1,60.9,0.0,0,,a,340,1.65
59,Bertrand Traoré,50,MID,Aston Villa,0.3,434,,0,0.0,Bertrand Traoré,209,303,348,0,2,0,0.4,0,0,,168,False,447,55,0,0.00,175,595,1361,0.00,2023-09-01T15:29:59.576149Z,,0.3,10,0.0,107,0.3,0.0,0,0.0,0,100.0,0,707,70,0,302,0.77,100.0,0.0,0,2755,0.0,209,0.00,0,1.0,0,0,0.1,6,710,200,0,0.0,227,0.0,0,3.0,0.3,0,0.0,0.0,0,,a,426,6.93
60,Ollie Watkins,85,FWD,Aston Villa,3.3,9,,9,0.73,Watkins,2,2,86,6,80,17,9.4,5,6,,12,True,4,80479,0,1.55,8,5,3597771,8.44,,2.0,3.3,1040,515.0,3,110.4,0.13,1,1.04,-1,,8,2,73023,0,2,15.02,,0.6,0,1662990,1.47,2,6.89,2,6.7,-5,0,0.4,268,32,2,0,43.5,2,0.17,12,348.4,3.3,1,240.3,0.0,2,,a,4,1.3
61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,0.0,718,Permanent transfer to Stoke,0,0.0,Wesley,86,86,690,0,0,0,0.0,0,0,,77,False,718,0,0,0.00,194,704,0,0.00,2023-07-31T07:08:09.572672Z,,0.0,0,0.0,44,0.0,0.0,0,0.0,0,0.0,0,713,9,0,85,0.00,0.0,0.0,0,762,0.0,85,0.00,0,0.0,0,0,0.0,0,716,85,0,0.0,94,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,718,0.0
584,Pau Torres,46,DEF,Aston Villa,1.7,92,,4,0.06,Pau,36,46,185,2,38,15,8.3,1,1,,62,False,138,7031,0,0.29,345,91,331605,0.75,,,1.7,1049,59.0,47,33.7,0.02,0,0.94,0,,0,184,10641,0,41,14.63,,0.04,0,193291,1.29,37,0.46,1,3.2,-1,0,0.4,201,175,32,0,3.9,36,0.17,11,206.6,1.7,0,70.8,0.0,2,,a,113,1.26
599,Moussa Diaby,68,MID,Aston Villa,7.0,67,,5,0.47,Diaby,9,18,9,6,65,15,9.6,3,3,,5,False,19,51518,0,2.25,37,22,1866287,5.02,2023-09-30T23:00:09.545623Z,,7.0,944,314.0,21,82.9,0.21,0,1.14,0,100.0,6,20,38731,0,12,12.62,100.0,0.26,0,1033624,1.43,14,2.77,2,5.4,-3,0,1.0,199,23,25,0,15.2,9,0.29,12,229.6,7.0,0,284.6,0.0,3,,a,16,1.2
618,Omari Kellyman,45,MID,Aston Villa,0.0,675,,0,0.0,Kellyman,282,278,631,0,0,0,0.0,0,0,,250,False,681,138,0,0.00,459,483,5959,0.00,,,0.0,0,0.0,268,0.0,0.0,0,0.0,0,,0,664,205,0,274,0.00,,0.0,0,5571,0.0,280,0.00,0,0.0,0,0,0.0,0,672,276,0,0.1,162,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,683,0.0
670,Filip Marschall,40,GKP,Aston Villa,0.0,530,,0,0.0,Marschall,67,51,447,0,0,0,0.0,0,0,,66,False,537,75,0,0.00,676,577,1943,0.00,,,0.0,0,0.0,58,0.0,0.0,0,0.0,0,,0,492,57,0,44,0.00,,0.0,0,1124,0.0,67,0.00,0,0.0,0,0,0.0,0,515,67,0,0.0,76,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,542,0.0
672,Nicolò Zaniolo,55,MID,Aston Villa,0.3,348,,0,0.42,Zaniolo,172,108,353,0,10,4,1.8,0,0,,172,False,175,126,0,0.53,105,482,10948,2.00,,,0.3,421,196.0,65,29.4,0.11,2,1.28,0,,0,45,360,0,28,5.31,,0.31,0,8621,0.86,86,1.47,0,1.1,0,0,0.1,-10,174,151,0,0.1,161,0.21,6,30.4,0.3,0,71.0,0.0,1,,a,360,1.14
686,Oliwier Zych,40,GKP,Aston Villa,0.0,547,On loan to Puszcza Niepolomice,0,0.0,Zych,75,59,465,0,0,0,0.0,0,0,,74,False,553,0,0,0.00,697,481,6697,0.00,2023-09-11T14:12:20.141802Z,,0.0,0,0.0,66,0.0,0.0,0,0.0,0,0.0,0,509,108,0,52,0.00,0.0,0.0,0,4911,0.0,75,0.00,0,0.0,0,0,0.0,0,531,75,0,0.1,65,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,558,0.0
699,Clément Lenglet,45,DEF,Aston Villa,0.0,618,,0,0.0,Lenglet,233,235,566,0,0,0,0.0,0,0,,224,False,624,404,0,0.00,371,494,5272,0.00,,,0.0,0,0.0,64,0.0,0.0,0,0.0,0,,0,602,284,0,233,0.00,,0.0,0,3024,0.0,235,0.00,0,0.0,0,0,0.0,0,614,235,0,0.1,189,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,630,0.0
62,Jaidon Anthony,49,MID,Bournemouth,0.0,412,Season-long loan to Leeds United,0,0.05,Anthony,206,191,676,0,3,5,0.6,-1,0,,283,False,407,0,0,0.02,266,511,1618,0.09,2023-09-03T20:09:06.556250Z,,0.0,151,16.0,169,3.0,0.01,1,1.19,0,0.0,0,318,88,0,160,4.44,0.0,0.04,0,12289,2.98,190,0.07,0,1.0,1,0,0.0,4,383,187,0,0.0,176,0.0,2,9.0,0.0,0,4.6,0.0,0,,u,423,2.65
63,Philip Billing,52,MID,Bournemouth,2.5,105,Thigh injury - 75% chance of playing,3,0.25,Billing,62,48,102,0,32,24,6.2,-3,1,,51,False,69,483,0,1.04,155,265,34372,2.59,2023-11-12T02:30:08.229472Z,,3.0,931,138.0,97,49.3,0.1,2,1.06,0,100.0,1,78,2691,0,48,21.68,75.0,0.15,0,73627,2.32,44,1.55,0,2.9,3,0,0.6,126,65,39,0,0.4,87,0.1,11,193.8,2.6,0,162.7,0.0,1,1.0,d,148,2.1
64,David Brooks,49,MID,Bournemouth,-0.5,282,,2,0.81,Brooks,115,103,664,0,15,3,3.1,-1,1,5.0,273,False,218,70,0,0.38,230,440,8517,2.02,,,0.0,223,83.0,146,22.8,0.15,1,0.81,0,,0,139,239,0,85,4.45,,0.66,0,11999,1.21,108,1.64,0,1.9,1,0,0.0,51,160,116,0,0.1,144,0.0,2,61.8,0.5,0,82.0,0.0,0,,a,260,1.8
65,Ryan Christie,50,MID,Bournemouth,1.8,171,,0,0.17,Christie,94,36,137,3,26,22,5.2,0,0,,58,False,70,405,0,1.02,182,499,10986,1.56,2023-08-06T23:30:05.398527Z,,2.3,872,154.0,111,48.9,0.11,0,1.14,0,100.0,1,64,181,0,39,19.16,100.0,0.06,0,9292,2.27,45,0.54,0,2.2,0,0,0.5,102,46,64,0,0.1,172,0.21,11,131.0,2.8,0,202.6,0.0,2,,a,220,1.98
66,Lewis Cook,50,MID,Bournemouth,0.2,239,,0,0.05,L.Cook,143,98,304,2,12,15,2.4,0,0,1.0,146,False,248,57,0,0.29,181,615,927,0.36,2023-10-21T17:30:07.277985Z,,0.7,614,18.0,110,20.0,0.04,1,1.03,0,100.0,0,301,39,0,154,17.17,100.0,0.01,0,2482,2.2,117,0.07,0,1.5,0,0,0.1,91,149,95,1,0.0,239,0.29,7,93.2,1.2,0,88.6,0.0,2,,a,308,2.52
67,Siriki Dembélé,45,MID,Bournemouth,0.0,630,Permanent Transfer to Birmingham,0,0.0,Siriki,255,248,578,0,0,0,0.0,0,0,,214,False,636,0,0,0.00,397,725,0,0.00,2023-07-17T06:20:36.127600Z,,0.0,0,0.0,229,0.0,0.0,0,0.0,0,0.0,0,615,3,0,243,0.00,0.0,0.0,0,364,0.0,251,0.00,0,0.0,0,0,0.0,0,626,247,0,0.0,305,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,642,0.0
68,Ryan Fredericks,44,DEF,Bournemouth,0.0,575,Calf injury - Unknown return date,0,0.0,Fredericks,221,223,511,0,0,0,0.0,-1,0,,204,False,581,7,0,0.00,479,654,610,0.00,2023-08-06T23:30:05.414382Z,,0.0,0,0.0,92,0.0,0.0,0,0.0,0,0.0,0,549,33,0,221,0.00,0.0,0.0,0,2104,0.0,223,0.00,0,0.0,1,0,0.0,0,564,224,0,0.0,224,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,587,0.0
69,James Hill,40,DEF,Bournemouth,0.0,533,Season-long loan to Blackburn Rovers,0,0.06,Hill,124,147,450,0,1,0,0.2,0,0,,163,False,448,0,0,0.01,679,369,6669,0.01,2023-09-01T14:44:09.529285Z,,0.0,15,0.0,203,0.2,0.06,0,0.0,0,0.0,0,495,212,0,189,0.19,0.0,0.0,0,19540,0.0,158,0.00,0,1.0,0,0,0.0,1,399,199,0,0.1,139,0.0,0,0.0,0.0,0,1.8,0.0,0,,u,365,1.14
70,Lloyd Kelly,45,DEF,Bournemouth,2.2,215,,3,0.03,Kelly,67,75,120,7,19,14,4.2,0,0,,38,False,283,2982,0,0.10,395,445,6602,0.22,2023-09-25T14:30:07.504064Z,,2.7,636,6.0,80,15.4,0.01,1,0.99,0,100.0,0,372,281,0,132,10.93,100.0,0.02,0,3946,1.98,98,0.12,0,2.4,0,0,0.6,128,249,89,0,0.1,172,0.28,7,106.6,3.2,0,42.5,0.0,2,,a,195,1.55
71,Gavin Kilkenny,44,MID,Bournemouth,-0.5,603,,0,0.0,Kilkenny,243,235,547,0,0,0,0.0,-1,0,,200,False,610,67,0,0.00,540,463,4042,0.00,,,0.0,0,0.0,300,0.0,0.0,0,0.0,0,,0,580,122,0,229,0.00,,0.0,0,6437,0.0,239,0.00,0,0.0,1,0,0.0,0,594,234,0,0.1,150,0.0,0,0.0,0.5,0,0.0,0.0,0,,a,616,0.0
72,Justin Kluivert,46,MID,Bournemouth,0.8,349,,0,0.23,Kluivert,147,123,223,3,13,8,2.8,-4,0,,104,False,285,739,0,0.68,343,327,11876,1.06,,,1.3,406,65.0,221,15.2,0.15,0,1.11,0,,0,168,489,0,98,8.96,,0.08,0,40258,1.77,129,0.38,0,1.4,4,0,0.3,26,214,152,0,0.2,98,0.22,5,30.2,1.8,0,55.5,0.0,1,,a,316,1.99
73,Jamal Lowe,49,MID,Bournemouth,0.0,698,Season-long loan to  Swansea City,0,0.0,Lowe,295,293,665,0,0,0,0.0,-1,0,,274,False,700,0,0,0.00,232,676,81,0.00,2023-09-02T08:49:08.357551Z,,0.0,0,0.0,147,0.0,0.0,0,0.0,0,0.0,0,691,11,0,290,0.00,0.0,0.0,0,1220,0.0,295,0.00,0,0.0,1,0,0.0,0,695,294,0,0.0,274,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,701,0.0
74,Emiliano Marcondes,43,MID,Bournemouth,0.0,561,Foot injury - Unknown return date,0,0.0,Marcondes,223,214,487,0,0,0,0.0,-2,0,,176,False,567,302,0,0.00,576,611,968,0.00,2023-08-18T11:59:59.501058Z,,0.0,0,0.0,316,0.0,0.0,0,0.0,1,0.0,0,530,80,0,207,0.00,0.0,0.0,0,3111,0.0,219,0.00,0,0.0,2,0,0.0,0,549,214,0,0.0,237,0.0,0,0.0,0.0,-1,0.0,0.0,0,,i,574,0.0
75,Chris Mepham,43,DEF,Bournemouth,0.2,338,,0,0.07,Mepham,145,127,272,0,3,5,0.7,-2,0,,91,False,363,50,0,0.03,591,501,1429,0.12,2023-09-26T18:00:07.515397Z,,0.7,168,21.0,149,6.8,0.02,1,1.07,0,100.0,0,284,62,0,91,2.98,100.0,0.05,0,5778,2.68,131,0.09,0,0.8,2,0,0.2,22,358,130,0,0.1,191,0.0,2,34.2,1.2,0,12.2,0.0,0,,a,446,1.6
76,Kieffer Moore,47,FWD,Bournemouth,-0.5,433,,0,0.85,Moore,51,44,642,0,5,1,1.1,-3,0,,73,False,366,546,0,0.31,317,295,13673,0.78,,,0.0,83,45.0,62,6.3,0.34,0,0.0,0,,0,212,771,0,44,1.69,,0.51,0,37909,1.08,46,0.47,0,1.0,3,0,0.0,10,332,50,0,0.2,46,0.0,0,3.0,0.5,0,17.2,0.0,0,,a,402,1.83
77,Norberto Murara Neto,45,GKP,Bournemouth,1.9,11,,7,0.0,Neto,6,72,92,9,39,20,8.7,0,0,,8,False,130,8138,45,0.01,356,159,155874,0.01,2023-10-27T13:30:07.907911Z,,3.0,900,0.0,16,34.4,0.0,3,1.0,0,75.0,0,595,1548,0,67,21.83,100.0,0.0,0,134236,2.0,4,0.00,2,3.9,0,1,0.7,208,608,4,0,1.3,21,0.2,10,342.6,3.5,0,0.0,4.5,2,,a,66,2.18
78,Dango Ouattara,47,MID,Bournemouth,-0.2,331,,0,0.41,O.Dango,170,124,338,1,8,5,1.7,-3,0,,161,False,266,49,0,0.25,333,635,748,1.01,2023-08-12T21:30:06.219128Z,,0.3,221,82.0,217,17.7,0.1,1,0.81,1,100.0,0,142,40,0,88,4.64,100.0,0.31,0,4597,2.04,121,0.76,0,1.1,3,0,0.1,27,215,146,0,0.0,254,0.41,2,38.4,0.8,-1,55.2,0.0,1,,a,358,1.89
79,Ben Pearson,45,MID,Bournemouth,0.0,617,Permanent transfer to Stoke City,0,0.0,Pearson,251,244,564,0,0,0,0.0,0,0,,210,False,623,0,0,0.00,367,738,0,0.00,2023-07-11T08:58:20.803049Z,,0.0,0,0.0,224,0.0,0.0,0,0.0,0,0.0,0,601,1,0,239,0.00,0.0,0.0,0,105,0.0,247,0.00,0,0.0,0,0,0.0,0,613,243,0,0.0,317,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,629,0.0
80,Darren Randolph,40,GKP,Bournemouth,-0.1,482,Illness - 25% chance of playing,0,0.0,Randolph,47,30,391,0,0,0,0.0,0,0,,45,False,488,50,0,0.00,615,242,6957,0.00,2023-10-28T18:00:07.926322Z,,0.0,0,0.0,37,0.0,0.0,0,0.0,0,25.0,0,441,649,0,23,0.00,25.0,0.0,0,21002,0.0,47,0.00,0,0.0,0,0,0.0,0,465,47,0,0.5,31,0.0,0,0.0,0.1,0,0.0,0.0,0,,d,493,0.0
81,Joe Rothwell,48,MID,Bournemouth,0.5,327,,0,0.07,Rothwell,164,115,252,1,11,11,2.3,-2,0,4.0,117,False,321,36,0,0.20,289,617,631,0.26,,,1.0,358,5.0,189,10.9,0.05,0,0.75,0,,0,380,32,0,193,11.00,,0.02,0,1441,2.77,143,0.06,0,1.2,2,0,0.2,48,198,142,0,0.0,240,0.0,3,41.6,1.5,0,61.8,0.0,0,,a,350,2.77
82,Antoine Semenyo,45,FWD,Bournemouth,3.5,229,,4,0.34,Semenyo,20,30,53,2,27,11,6.0,0,2,,8,False,156,20617,0,0.52,406,105,492028,1.58,2023-08-06T23:30:05.439700Z,,4.0,421,160.0,72,32.0,0.11,1,1.07,0,100.0,1,62,8260,0,23,9.20,100.0,0.23,0,310769,2.35,27,1.06,0,3.0,0,0,0.9,75,199,26,0,3.0,19,0.21,5,100.0,4.5,0,61.4,0.0,1,,a,132,1.97
83,Marcos Senesi,43,DEF,Bournemouth,1.2,151,,0,0.05,Senesi,102,87,181,5,14,17,3.3,-2,0,,61,False,261,773,0,0.35,588,370,9750,0.35,,,1.7,575,2.0,146,18.5,0.05,2,0.94,0,,1,393,178,0,143,16.05,,0.0,0,14787,2.66,88,0.00,0,1.4,2,0,0.4,103,276,56,0,0.1,140,0.16,6,146.6,2.2,0,34.6,0.0,1,,a,313,2.51
84,Adam Smith,44,DEF,Bournemouth,0.2,375,,0,0.12,Smith,132,110,274,1,4,4,0.9,-1,0,,93,False,378,111,0,0.16,475,596,1049,0.16,2023-08-06T23:30:05.454428Z,,0.7,119,2.0,89,4.8,0.12,0,0.76,0,100.0,0,394,52,0,144,3.93,100.0,0.0,0,2321,3.03,135,0.00,0,1.0,1,0,0.2,21,315,141,0,0.0,211,0.0,1,21.2,1.2,0,24.6,0.0,0,,a,375,2.97
85,Dominic Solanke,64,FWD,Bournemouth,5.2,32,,6,0.5,Solanke,7,5,26,13,56,25,8.8,-1,6,,4,False,17,137030,0,0.74,51,92,437930,6.02,2023-09-28T03:30:08.465399Z,1.0,5.7,1068,424.0,18,85.9,0.06,1,1.01,0,100.0,1,6,6419,0,4,23.58,100.0,0.44,0,365463,2.11,4,5.28,1,4.7,1,0,0.9,169,66,3,0,3.8,16,0.17,12,278.2,6.2,0,154.7,0.0,2,,a,36,1.99
86,Marcus Tavernier,54,MID,Bournemouth,1.8,204,,0,0.25,Tavernier,90,68,140,3,21,15,3.9,-1,0,3.0,59,False,125,470,0,0.86,120,549,6576,1.65,2023-07-26T15:30:04.076941Z,,2.3,617,111.0,75,35.2,0.13,0,1.17,0,100.0,1,106,99,0,66,12.76,100.0,0.12,0,6939,2.19,69,0.79,0,2.3,1,0,0.4,84,94,80,0,0.0,201,0.29,8,112.6,2.8,0,128.1,0.0,2,2.0,a,209,1.86
87,Hamed Traorè,47,MID,Bournemouth,-0.5,392,,0,0.37,Hamed Traorè,191,178,647,0,3,1,0.6,-3,0,,259,False,370,18,0,0.01,329,622,511,0.18,,,0.0,44,30.0,213,5.7,0.02,0,0.0,0,,0,256,25,0,133,0.84,,0.35,0,1741,2.05,170,0.17,0,1.0,3,0,0.0,10,344,178,0,0.0,243,0.0,0,12.8,0.5,0,14.8,0.0,0,,a,405,1.72
88,Mark Travers,40,GKP,Bournemouth,0.0,510,On loan to Stoke City for the season,0,0.0,Travers,60,44,424,0,0,0,0.0,0,0,,59,False,517,0,0,0.00,650,416,0,0.00,2023-07-28T08:25:34.409705Z,,0.0,0,0.0,51,0.0,0.0,0,0.0,0,0.0,0,471,143,0,37,0.00,0.0,0.0,0,8069,0.0,60,0.00,0,0.0,0,0,0.0,0,495,60,0,0.1,61,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,521,0.0
89,Illia Zabarnyi,44,DEF,Bournemouth,1.8,89,,0,0.03,Zabarnyi,97,131,131,6,19,27,4.3,-1,0,,45,False,214,974,0,0.08,547,394,13240,0.36,,,2.3,1080,16.0,123,23.4,0.01,2,1.0,0,,0,315,217,0,106,24.59,,0.02,0,14748,2.25,63,0.28,0,1.6,1,0,0.5,182,364,31,0,0.1,151,0.17,12,208.6,2.8,0,10.2,0.0,2,,a,294,2.05
595,Milos Kerkez,44,DEF,Bournemouth,-0.5,193,,0,0.05,Kerkez,116,50,559,0,13,24,3.0,-1,0,,219,False,241,190,0,0.40,562,323,14313,0.50,,,0.0,853,20.0,126,20.3,0.04,1,1.06,0,,0,287,422,0,92,21.69,,0.01,1,21471,2.53,76,0.10,0,1.2,1,0,0.0,87,186,78,0,0.2,127,0.11,10,118.4,0.5,0,64.9,0.0,1,,a,346,2.29
607,Ionuț Radu,44,GKP,Bournemouth,0.2,344,,0,0.0,Radu,27,69,278,0,2,7,0.5,-1,0,,23,False,397,93,5,0.00,512,406,3833,0.00,,,0.7,180,0.0,26,3.3,0.0,0,1.0,0,,0,565,189,0,64,2.76,,0.0,0,6942,3.5,25,0.00,0,1.0,1,0,0.2,31,579,25,0,0.1,58,0.0,2,33.0,1.2,0,0.0,2.5,0,,a,379,1.38
619,Ben Greenwood,40,DEF,Bournemouth,-0.5,536,,0,0.0,Greenwood,197,198,453,0,0,0,0.0,0,0,,165,False,542,411,0,0.00,683,339,10624,0.00,,,0.0,0,0.0,206,0.0,0.0,0,0.0,0,,0,498,358,0,191,0.00,,0.0,0,11093,0.0,200,0.00,0,0.0,0,0,0.0,0,520,201,0,0.2,134,0.0,0,0.0,0.5,0,0.0,0.0,0,,a,547,0.0
643,Max Aarons,45,DEF,Bournemouth,2.8,146,Hamstring injury - 75% chance of playing,0,0.07,Aarons,84,28,76,6,23,24,5.1,0,0,,20,False,196,567,0,0.75,392,312,28043,0.77,2023-11-12T02:00:10.361344Z,,3.3,949,20.0,78,26.5,0.07,1,1.04,0,,1,288,1078,0,93,21.05,75.0,0.0,0,22666,2.28,57,0.02,0,1.9,0,0,0.7,161,137,54,0,0.2,121,0.19,11,149.4,2.8,0,95.0,0.0,2,,d,253,2.0
644,Alex Scott,49,MID,Bournemouth,0.0,384,Knee injury - Expected back 21 Jan,0,0.07,Scott,207,172,258,0,3,5,0.6,-1,0,2.0,122,False,386,7,0,0.09,270,684,1040,0.16,2023-11-04T19:30:09.474630Z,,1.0,189,10.0,172,4.3,0.04,1,1.43,0,0.0,0,349,90,0,178,2.35,0.0,0.03,0,1568,2.38,179,0.07,0,1.0,1,0,0.2,21,329,171,0,0.0,280,0.0,3,16.4,0.0,0,17.8,0.0,0,3.0,i,424,1.12
673,Tyler Adams,49,MID,Bournemouth,0.0,702,Hamstring injury - Unknown return date,0,0.0,Adams,299,297,670,0,0,0,0.0,-1,0,,278,False,704,5,0,0.00,245,723,533,0.00,2023-10-05T08:30:09.546767Z,,0.0,0,0.0,157,0.0,0.0,0,0.0,0,0.0,0,697,22,0,295,0.00,0.0,0.0,0,508,0.0,299,0.00,0,0.0,1,0,0.0,0,700,298,0,0.0,304,0.0,0,0.0,0.0,0,0.0,0.0,0,,i,705,0.0
705,Luis Sinisterra,55,MID,Bournemouth,1.8,289,,0,0.91,Sinisterra,110,132,142,1,10,4,1.8,0,1,,61,False,268,266,0,0.32,104,605,1782,1.22,,,2.3,121,68.0,64,17.3,0.24,0,0.0,0,,0,164,83,0,96,3.94,,0.67,0,1304,2.98,123,0.90,0,2.0,0,0,0.4,32,239,121,0,0.0,233,0.0,0,58.4,2.8,0,46.0,0.0,0,,a,248,2.93
90,Kristoffer Ajer,45,DEF,Brentford,1.8,203,,1,0.35,Ajer,75,29,133,0,21,12,4.7,0,0,,46,False,164,1075,0,1.85,377,266,31825,2.51,2023-09-18T13:00:07.747658Z,,2.3,633,102.0,67,30.8,0.26,3,1.0,0,100.0,1,114,1073,0,12,10.31,100.0,0.09,0,30053,1.71,44,0.66,0,2.1,0,0,0.5,114,139,83,0,0.4,103,0.28,7,113.2,1.8,0,93.8,0.0,2,,a,226,1.47
91,Ellery Balcombe,39,GKP,Brentford,-0.5,472,,0,0.0,Balcombe,42,25,380,0,0,0,0.0,-1,0,,40,False,478,884,0,0.00,732,311,5516,0.00,,,0.0,0,0.0,83,0.0,0.0,0,0.0,0,,0,430,236,0,18,0.00,,0.0,0,11064,0.0,42,0.00,0,0.0,1,0,0.0,0,455,42,0,0.2,48,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,483,0.0
92,Shandon Baptiste,43,MID,Brentford,-0.2,438,,0,0.05,Baptiste,173,215,501,0,1,0,0.2,-2,0,,178,False,449,5107,0,0.01,595,192,26220,0.01,2023-08-25T15:00:07.144362Z,,0.0,18,0.0,318,0.2,0.05,0,0.0,0,50.0,0,540,1957,0,208,0.24,100.0,0.0,0,241466,0.0,210,0.00,0,1.0,2,0,0.0,3,557,204,0,0.8,63,0.0,0,2.2,-0.5,0,0.0,0.0,0,,a,371,1.2
93,Mads Bech Sørensen,40,DEF,Brentford,0.0,509,Transferred to Midtjylland,0,0.0,Bech,180,182,423,0,0,0,0.0,0,0,,145,False,516,0,0,0.00,649,414,2309,0.00,2023-09-01T21:46:46.639465Z,,0.0,0,0.0,182,0.0,0.0,0,0.0,0,0.0,0,470,157,0,173,0.00,0.0,0.0,0,14079,0.0,184,0.00,0,0.0,0,0,0.0,0,494,184,0,0.1,162,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,520,0.0
94,Mads Bidstrup,45,MID,Brentford,0.0,653,Transfer to Red Bull Salzburg on a permanent basis,0,0.0,Bidstrup,270,264,602,0,0,0,0.0,0,0,,231,False,659,0,0,0.00,427,733,0,0.00,2023-07-19T08:50:35.624414Z,,0.0,0,0.0,247,0.0,0.0,0,0.0,0,0.0,0,639,1,0,259,0.00,0.0,0.0,0,125,0.0,267,0.00,0,0.0,0,0,0.0,0,649,263,0,0.0,313,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,663,0.0
95,Sergi Canós Tenés,50,MID,Brentford,0.0,717,Permanent transfer to Valencia,0,0.0,Canós,308,307,688,0,0,0,0.0,0,0,,293,False,717,0,0,0.00,188,653,292,0.00,2023-08-21T08:27:40.363072Z,,0.0,0,0.0,117,0.0,0.0,0,0.0,0,0.0,0,712,11,0,306,0.00,0.0,0.0,0,3717,0.0,308,0.00,0,0.0,0,0,0.0,0,715,308,0,0.0,263,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,717,0.0
96,Nathan Collins,45,DEF,Brentford,5.2,35,Ankle injury - 25% chance of playing,3,0.1,Collins,35,69,23,1,40,15,8.9,0,1,,7,False,95,11503,0,0.55,403,188,100721,1.10,2023-11-21T12:00:09.456718Z,,5.7,999,99.0,81,42.0,0.05,2,0.99,0,,1,117,4301,0,14,14.48,25.0,0.05,0,49500,1.35,20,0.55,0,3.3,0,0,1.3,219,236,9,0,0.9,74,0.27,11,271.2,1.3,0,47.7,0.0,3,,d,108,1.3
